"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Orange School District","","2007-2008","Male","Student Enrollment","Number","707"
"Orange School District","","2008-2009","Female","Student Enrollment","Number","655"
"Orange School District","","2008-2009","Male","Student Enrollment","Number","665"
"Orange School District","","2009-2010","Female","Student Enrollment","Number","656"
"Orange School District","","2009-2010","Male","Student Enrollment","Number","645"
"Orange School District","","2010-2011","Female","Student Enrollment","Number","645"
"Orange School District","","2010-2011","Male","Student Enrollment","Number","639"
"Orange School District","","2011-2012","Female","Student Enrollment","Number","644"
"Orange School District","","2011-2012","Male","Student Enrollment","Number","629"
"Orange School District","","2012-2013","Female","Student Enrollment","Number","632"
"Orange School District","","2012-2013","Male","Student Enrollment","Number","616"
"Orange School District","","2013-2014","Female","Student Enrollment","Number","587"
"Orange School District","","2013-2014","Male","Student Enrollment","Number","605"
"Orange School District","","2014-2015","Female","Student Enrollment","Number","580"
"Orange School District","","2014-2015","Male","Student Enrollment","Number","600"
"Orange School District","","2015-2016","Female","Student Enrollment","Number","552"
"Orange School District","","2015-2016","Male","Student Enrollment","Number","627"
"Orange School District","","2016-2017","Female","Student Enrollment","Number","553"
"Orange School District","","2016-2017","Male","Student Enrollment","Number","614"
"Oxford School District","900958300","2007-2008","Female","Student Enrollment","Number","901"
"Oxford School District","900958300","2007-2008","Male","Student Enrollment","Number","960"
"Oxford School District","900958300","2008-2009","Female","Student Enrollment","Number","983"
"Oxford School District","900958300","2008-2009","Male","Student Enrollment","Number","1044"
"Oxford School District","900958300","2009-2010","Female","Student Enrollment","Number","1057"
"Oxford School District","900958300","2009-2010","Male","Student Enrollment","Number","1106"
"Oxford School District","900958300","2010-2011","Female","Student Enrollment","Number","1103"
"Oxford School District","900958300","2010-2011","Male","Student Enrollment","Number","1102"
"Oxford School District","900958300","2011-2012","Female","Student Enrollment","Number","1077"
"Oxford School District","900958300","2011-2012","Male","Student Enrollment","Number","1070"
"Oxford School District","900958300","2012-2013","Female","Student Enrollment","Number","1071"
